idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,2,21.34,2,221.34,0,2,20
2,6,0,0,23.11,3,323.11,0,0,20
3,1,0,3,12.13,2,212.13,0,1,20
4,5,0,0,18.43,2,218.43,0,0,20
5,1,0,0,8.93,2,208.93,0,0,20
6,1,0,1,6.2,2,206.2,0,0,20
7,6,0,3,22.66,2,222.66,0,2,20
8,3,0,0,18.73,1,118.73,0,0,20
9,5,0,1,19.73,0,19.73,0,0,20
10,5,0,2,13.9,0,13.9,0,0,20
11,5,0,3,11.03,0,11.03,0,0,20
12,6,0,1,17.83,2,217.82999999999998,0,0,20
13,1,0,2,9.3,2,209.3,0,1,20
14,3,0,2,15.36,3,315.36,0,1,20
15,3,0,1,11.51,3,311.51,0,0,20
16,5,0,4,22.16,2,222.16,1,0,20
17,2,0,0,20.15,2,220.15,2,0,20
18,6,0,4,13.72,3,313.72,3,0,20
19,2,0,1,20.02,3,320.02,4,0,20
20,4,0,0,5.68,0,5.68,5,0,20
21,4,0,1,11.58,2,211.58,6,0,20
22,4,0,2,15.17,0,15.17,7,0,20
23,4,0,3,14.95,3,314.95,8,0,20
24,4,0,4,5.26,3,305.26,9,0,20
25,3,0,3,22.14,0,22.14,10,0,20
26,3,0,4,7.57,0,7.57,11,0,20
27,2,0,2,23.49,3,323.49,12,0,20
