idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,3,17.36,3,317.36,0,1,20
2,4,0,0,13.73,0,13.73,0,0,20
3,2,0,0,13.41,3,313.41,0,0,20
4,2,0,1,7.21,2,207.21,0,0,20
5,5,0,0,22.85,2,222.85,0,0,20
6,1,0,0,7.83,0,7.83,0,0,20
7,5,0,1,9.32,1,109.32,0,0,20
8,1,0,3,20.52,2,220.52,0,1,20
9,5,0,2,9.39,3,309.39,0,0,20
10,5,0,3,14.11,2,214.11,0,0,20
11,5,0,4,15.85,1,115.85,0,0,20
12,1,0,4,21.32,2,221.32,0,1,20
13,1,0,1,15.3,2,215.3,0,0,20
14,2,0,2,6.07,3,306.07,0,1,20
15,1,0,2,18.12,2,218.12,0,0,20
16,4,0,1,15.76,3,315.76,1,0,20
17,3,0,0,16.63,0,16.63,2,0,20
18,3,0,1,17.52,2,217.52,3,0,20
19,6,0,0,15.76,1,115.76,4,0,20
20,6,0,1,14.37,0,14.37,5,0,20
21,6,0,2,5.07,0,5.07,6,0,20
22,3,0,2,19.48,2,219.48,7,0,20
23,2,0,4,17.62,3,317.62,8,0,20
24,6,0,3,7.8,1,107.8,9,0,20
25,3,0,3,8.61,3,308.61,10,0,20
26,4,0,2,15.89,3,315.89,11,0,20
27,6,0,4,6.37,3,306.37,12,0,20
