idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,12.6,0,1,20,0,12.6
2,2,0,2,17.69,0,1,20,0,17.69
3,2,0,4,20.24,0,1,20,0,20.24
4,2,0,3,19.94,0,1,20,0,19.94
5,2,0,0,6.14,0,1,20,0,6.14
6,1,0,0,22.81,1,0,20,0,22.81
7,3,0,0,8.79,2,0,20,0,8.79
8,3,0,1,21.98,3,0,20,0,21.98
9,4,0,0,9.87,4,0,20,0,9.87
10,4,0,1,11.07,5,0,20,0,11.07
11,4,0,2,14.2,6,0,20,0,14.2
12,5,0,0,12.42,7,0,20,0,12.42
13,6,0,0,6.57,8,0,20,0,6.57
14,3,0,2,22.79,9,0,20,0,22.79
15,6,0,1,11.38,10,0,20,0,11.38
16,6,0,2,7.82,11,0,20,0,7.82
17,5,0,1,5.26,12,0,20,0,5.26
18,5,0,2,5.81,13,0,20,0,5.81
19,4,0,3,20.19,14,0,20,0,20.19
20,6,0,3,19.31,15,0,20,0,19.31
