idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,1,17.39,0,1,20,0,17.39
2,3,0,0,6.68,0,0,20,0,6.68
3,3,0,1,16.9,0,1,20,0,16.9
4,1,0,0,6.75,0,1,20,0,6.75
5,1,0,2,21.43,0,2,20,0,21.43
6,2,0,0,16.98,1,0,20,0,16.98
7,4,0,0,5.97,2,0,20,0,5.97
8,4,0,1,12.71,3,0,20,0,12.71
9,5,0,0,9.82,4,0,20,0,9.82
10,4,0,2,13.09,5,0,20,0,13.09
11,5,0,1,10.98,6,0,20,0,10.98
12,2,0,1,19.72,7,0,20,0,19.72
13,6,0,0,5.12,8,0,20,0,5.12
14,4,0,3,13.77,9,0,20,0,13.77
15,5,0,2,15.11,10,0,20,0,15.11
16,6,0,1,13.45,11,0,20,0,13.45
17,6,0,2,5.25,12,0,20,0,5.25
18,1,0,3,23.76,13,0,20,0,23.76
19,6,0,3,6.77,14,0,20,0,6.77
20,2,0,2,21.18,15,0,20,0,21.18
