idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,14.3,0,0,20,0,14.3
2,5,0,1,20.34,0,0,20,0,20.34
3,5,0,2,14.38,0,0,20,0,14.38
4,3,0,0,12.78,0,0,20,0,12.78
5,5,0,3,22.72,0,0,20,0,22.72
6,1,0,0,6.84,1,0,20,0,6.84
7,3,0,1,18.5,2,0,20,0,18.5
8,1,0,1,22.1,3,0,20,0,22.1
9,2,0,0,16.93,4,0,20,0,16.93
10,3,0,2,18.82,5,0,20,0,18.82
11,4,0,0,5.42,6,0,20,0,5.42
12,4,0,1,6.3,7,0,20,0,6.3
13,3,0,3,20.35,8,0,20,0,20.35
14,1,0,2,23.13,9,0,20,0,23.13
15,4,0,2,7.82,10,0,20,0,7.82
16,4,0,3,12.61,11,0,20,0,12.61
17,5,0,4,22.99,12,0,20,0,22.99
18,2,0,1,17.63,13,0,20,0,17.63
19,4,0,4,16.21,14,0,20,0,16.21
20,6,0,0,5.13,15,0,20,0,5.13
