idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,10.32,0,0,20,0,10.32
2,1,0,2,15.44,0,1,20,0,15.44
3,1,0,1,15.02,0,1,20,0,15.02
4,1,0,3,23.95,0,1,20,0,23.95
5,1,0,0,5.87,0,0,20,0,5.87
6,4,0,1,19.39,1,0,20,0,19.39
7,2,0,0,12.68,2,0,20,0,12.68
8,3,0,0,12.62,3,0,20,0,12.62
9,5,0,0,6.55,4,0,20,0,6.55
10,2,0,1,14.61,5,0,20,0,14.61
11,5,0,1,8.3,6,0,20,0,8.3
12,6,0,0,7.7,7,0,20,0,7.7
13,2,0,2,15.48,8,0,20,0,15.48
14,2,0,3,16.7,9,0,20,0,16.7
15,2,0,4,17.38,10,0,20,0,17.38
16,4,0,2,19.93,11,0,20,0,19.93
17,3,0,1,19.08,12,0,20,0,19.08
18,5,0,2,12.7,13,0,20,0,12.7
19,5,0,3,12.8,14,0,20,0,12.8
20,6,0,1,6.09,15,0,20,0,6.09
