idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,13.14,0,0,20,0,13.14
2,6,0,1,16.52,0,0,20,0,16.52
3,1,0,0,14.89,0,0,20,0,14.89
4,1,0,2,20.39,0,1,20,0,20.39
5,1,0,1,16.69,0,0,20,0,16.69
6,2,0,0,21.06,1,0,20,0,21.06
7,3,0,0,20.81,2,0,20,0,20.81
8,4,0,0,8.67,3,0,20,0,8.67
9,4,0,1,9.23,4,0,20,0,9.23
10,4,0,2,10.0,5,0,20,0,10.0
11,5,0,0,17.58,6,0,20,0,17.58
12,6,0,2,13.53,7,0,20,0,13.53
13,5,0,1,10.19,8,0,20,0,10.19
14,6,0,3,20.44,9,0,20,0,20.44
15,5,0,2,15.01,10,0,20,0,15.01
16,5,0,3,19.29,11,0,20,0,19.29
17,5,0,4,20.09,12,0,20,0,20.09
18,4,0,3,14.12,13,0,20,0,14.12
19,4,0,4,5.96,14,0,20,0,5.96
20,6,0,4,9.28,15,0,20,0,9.28
