idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,2,13.93,0,0,1,20
2,3,0,0,5.26,0,0,0,20
3,2,0,1,8.83,0,0,1,20
4,2,0,0,7.8,0,0,0,20
5,2,0,3,15.21,0,0,1,20
6,1,0,0,7.66,1,0,0,20
7,6,0,0,11.09,2,0,0,20
8,2,0,4,18.46,3,0,0,20
9,6,0,1,23.75,4,0,0,20
10,5,0,0,8.36,5,0,0,20
11,5,0,1,16.2,6,0,0,20
12,1,0,1,5.71,7,0,0,20
13,6,0,2,21.92,8,0,0,20
14,1,0,2,6.43,9,0,0,20
15,1,0,3,7.77,10,0,0,20
16,1,0,4,10.79,11,0,0,20
17,6,0,3,22.71,12,0,0,20
18,5,0,2,16.52,13,0,0,20
19,3,0,1,9.96,14,0,0,20
20,4,0,0,9.52,15,0,0,20
21,5,0,3,22.53,16,0,0,20
22,3,0,2,15.67,17,0,0,20
23,4,0,1,7.53,18,0,0,20
24,3,0,3,16.32,19,0,0,20
25,4,0,2,7.39,20,0,0,20
