idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,1,16.3,0,1,20,1,116.3
2,3,0,2,5.9,0,1,20,2,205.9
3,3,0,0,16.46,0,0,20,0,16.46
4,1,0,0,18.11,1,0,20,3,318.11
5,2,0,0,17.74,2,0,20,1,117.74
6,1,0,1,20.1,3,0,20,3,320.1
7,4,0,0,17.11,4,0,20,1,117.11
8,5,0,0,17.91,5,0,20,0,17.91
9,6,0,0,15.53,6,0,20,0,15.53
10,4,0,1,17.26,7,0,20,1,117.26
11,2,0,1,22.25,8,0,20,1,122.25
12,5,0,1,6.74,9,0,20,1,106.74
13,4,0,2,21.39,10,0,20,1,121.39
14,6,0,1,6.54,11,0,20,0,6.54
15,5,0,2,12.23,12,0,20,1,112.23
16,3,0,3,16.28,13,0,20,3,316.28
17,2,0,2,5.45,14,0,20,2,205.45
18,6,0,2,18.65,15,0,20,0,18.65
19,1,0,2,23.66,16,0,20,3,323.66
20,3,0,4,21.19,17,0,20,3,321.19
