idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,19.05,0,0,20,2,219.05
2,4,0,0,9.6,0,0,20,3,309.6
3,4,0,1,23.18,0,0,20,3,323.18
4,1,0,0,9.19,1,0,20,0,9.19
5,2,0,1,21.84,2,0,20,3,321.84
6,1,0,1,21.41,3,0,20,0,21.41
7,1,0,2,18.54,4,0,20,1,118.53999999999999
8,3,0,0,5.52,5,0,20,1,105.52
9,1,0,3,19.25,6,0,20,2,219.25
10,3,0,1,15.86,7,0,20,3,315.86
11,5,0,0,17.26,8,0,20,0,17.26
12,5,0,1,21.66,9,0,20,1,121.66
13,6,0,0,23.5,10,0,20,0,23.5
14,6,0,1,20.83,11,0,20,0,20.83
15,5,0,2,11.36,12,0,20,3,311.36
16,6,0,2,7.51,13,0,20,2,207.51
17,6,0,3,7.25,14,0,20,0,7.25
18,6,0,4,15.15,15,0,20,1,115.15
19,5,0,3,11.22,16,0,20,1,111.22
20,5,0,4,19.95,17,0,20,0,19.95
