idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,15.22,0,0,20,0,15.22
2,6,0,1,15.52,0,1,20,1,115.52
3,6,0,2,12.6,0,1,20,3,312.6
4,1,0,0,14.63,1,0,20,0,14.63
5,1,0,1,16.06,2,0,20,2,216.06
6,2,0,0,14.43,3,0,20,1,114.43
7,2,0,1,21.46,4,0,20,1,121.46000000000001
8,1,0,2,20.59,5,0,20,3,320.59
9,3,0,0,11.59,6,0,20,0,11.59
10,2,0,2,5.28,7,0,20,3,305.28
11,4,0,0,11.3,8,0,20,0,11.3
12,3,0,1,7.64,9,0,20,1,107.64
13,2,0,3,16.37,10,0,20,3,316.37
14,4,0,1,23.34,11,0,20,0,23.34
15,5,0,0,19.94,12,0,20,0,19.94
16,5,0,1,5.6,13,0,20,0,5.6
17,1,0,3,21.55,14,0,20,3,321.55
18,3,0,2,16.95,15,0,20,1,116.95
19,3,0,3,18.4,16,0,20,2,218.4
20,5,0,2,23.32,17,0,20,0,23.32
