idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,14.23,0,1,20,2,214.23
2,2,0,2,23.98,0,1,20,3,323.98
3,2,0,0,11.24,0,0,20,1,111.24
4,1,0,0,22.91,1,0,20,3,322.91
5,3,0,0,18.0,2,0,20,1,118.0
6,3,0,1,7.21,3,0,20,2,207.21
7,4,0,0,19.7,4,0,20,1,119.7
8,4,0,1,7.12,5,0,20,2,207.12
9,5,0,0,7.94,6,0,20,0,7.94
10,3,0,2,15.75,7,0,20,2,215.75
11,6,0,0,6.99,8,0,20,0,6.99
12,3,0,3,22.54,9,0,20,2,222.54
13,5,0,1,22.63,10,0,20,1,122.63
14,4,0,2,17.65,11,0,20,2,217.65
15,3,0,4,7.81,12,0,20,3,307.81
16,6,0,1,13.5,13,0,20,1,113.5
17,5,0,2,22.73,14,0,20,1,122.73
18,5,0,3,15.17,15,0,20,2,215.17
19,4,0,3,6.95,16,0,20,3,306.95
20,6,0,2,14.28,17,0,20,2,214.28
