idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,11.76,0,0,20,3,311.76
2,3,0,0,21.58,0,0,20,0,21.58
3,6,0,1,15.38,0,0,20,3,315.38
4,3,0,1,19.2,1,0,20,2,219.2
5,1,0,0,17.92,2,0,20,3,317.92
6,1,0,1,19.34,3,0,20,3,319.34
7,2,0,0,21.35,4,0,20,2,221.35
8,4,0,0,17.12,5,0,20,0,17.12
9,5,0,0,17.05,6,0,20,0,17.05
10,4,0,1,16.94,7,0,20,2,216.94
11,2,0,1,6.99,8,0,20,3,306.99
12,5,0,1,6.01,9,0,20,0,6.01
13,5,0,2,10.14,10,0,20,2,210.14
14,5,0,3,23.38,11,0,20,0,23.38
15,4,0,2,10.16,12,0,20,0,10.16
16,5,0,4,10.04,13,0,20,2,210.04
17,2,0,2,11.92,14,0,20,3,311.92
18,4,0,3,16.94,15,0,20,1,116.94
19,3,0,2,8.87,16,0,20,3,308.87
20,4,0,4,21.24,17,0,20,1,121.24
