idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,12.26,0,1,20,3,312.26
2,5,0,1,18.18,0,1,20,1,118.18
3,5,0,0,19.12,0,0,20,0,19.12
4,1,0,0,14.43,1,0,20,1,114.43
5,1,0,1,17.88,2,0,20,1,117.88
6,2,0,0,19.77,3,0,20,1,119.77
7,2,0,1,22.21,4,0,20,2,222.21
8,1,0,2,16.01,5,0,20,2,216.01
9,3,0,0,11.21,6,0,20,1,111.21000000000001
10,4,0,0,19.04,7,0,20,0,19.04
11,3,0,1,23.02,8,0,20,1,123.02
12,2,0,2,15.27,9,0,20,3,315.27
13,3,0,2,8.61,10,0,20,2,208.61
14,3,0,3,14.58,11,0,20,2,214.58
15,1,0,3,8.0,12,0,20,3,308.0
16,4,0,1,21.81,13,0,20,1,121.81
17,2,0,3,22.13,14,0,20,3,322.13
18,6,0,0,11.49,15,0,20,1,111.49
19,6,0,1,12.79,16,0,20,0,12.79
20,6,0,2,10.04,17,0,20,0,10.04
