idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,17.12,0,0,20,2,217.12
2,1,0,1,5.86,0,0,20,2,205.86
3,1,0,2,17.16,0,1,20,2,217.16
4,2,0,0,12.52,1,0,20,1,112.52
5,2,0,1,9.59,2,0,20,3,309.59
6,3,0,0,7.13,3,0,20,1,107.13
7,1,0,3,21.25,4,0,20,2,221.25
8,3,0,1,11.21,5,0,20,2,211.21
9,4,0,0,18.2,6,0,20,1,118.2
10,2,0,2,14.14,7,0,20,3,314.14
11,5,0,0,10.84,8,0,20,0,10.84
12,6,0,0,5.09,9,0,20,0,5.09
13,6,0,1,5.95,10,0,20,0,5.95
14,1,0,4,23.52,11,0,20,2,223.52
15,4,0,1,7.56,12,0,20,2,207.56
16,4,0,2,11.04,13,0,20,2,211.04
17,5,0,1,5.47,14,0,20,2,205.47
18,3,0,2,20.53,15,0,20,2,220.53
19,6,0,2,11.78,16,0,20,0,11.78
20,6,0,3,22.93,17,0,20,1,122.93
