idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,23.71,0,1,20,0,23.71
2,2,0,0,5.96,0,0,20,0,5.96
3,6,0,3,18.61,0,1,20,0,18.61
4,6,0,0,17.76,0,0,20,0,17.76
5,6,0,4,21.56,0,1,20,0,21.56
6,6,0,1,13.58,0,0,20,0,13.58
7,6,0,2,17.2,0,1,20,0,17.2
8,1,0,0,22.06,1,0,20,0,22.06
9,3,0,0,19.97,2,0,20,0,19.97
10,3,0,1,20.19,3,0,20,0,20.19
11,4,0,0,14.62,4,0,20,0,14.62
12,5,0,0,10.53,5,0,20,0,10.53
13,4,0,1,17.39,6,0,20,0,17.39
14,5,0,1,7.04,7,0,20,0,7.04
15,5,0,2,6.87,8,0,20,0,6.87
16,2,0,2,23.78,9,0,20,0,23.78
17,5,0,3,10.71,10,0,20,0,10.71
18,3,0,2,20.64,11,0,20,0,20.64
19,5,0,4,12.04,12,0,20,0,12.04
20,4,0,2,14.33,13,0,20,0,14.33
21,4,0,3,18.09,14,0,20,0,18.09
22,4,0,4,14.21,15,0,20,0,14.21
23,3,0,3,10.62,16,0,20,0,10.62
24,3,0,4,21.88,17,0,20,0,21.88
25,1,0,1,19.84,18,0,20,0,19.84
26,1,0,2,9.46,19,0,20,0,9.46
27,1,0,3,5.84,20,0,20,0,5.84
