idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,1,9.28,0,0,1,20
2,3,0,0,7.82,0,0,0,20
3,3,0,3,16.95,0,0,1,20
4,3,0,4,17.59,0,0,1,20
5,3,0,1,8.22,0,0,0,20
6,3,0,2,15.76,0,0,1,20
7,4,0,0,6.58,0,0,1,20
8,1,0,0,5.6,1,0,0,20
9,2,0,0,8.75,2,0,0,20
10,4,0,2,13.09,3,0,0,20
11,4,0,3,17.37,4,0,0,20
12,6,0,0,19.6,5,0,0,20
13,1,0,1,7.8,6,0,0,20
14,2,0,1,14.09,7,0,0,20
15,4,0,4,17.43,8,0,0,20
16,1,0,2,12.16,9,0,0,20
17,1,0,3,12.51,10,0,0,20
18,5,0,0,15.74,11,0,0,20
19,2,0,2,14.65,12,0,0,20
20,1,0,4,6.59,13,0,0,20
