idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,3,15.55,0,0,1,20
2,1,0,0,8.58,0,0,0,20
3,4,0,0,7.87,0,0,0,20
4,1,0,1,9.47,0,0,1,20
5,1,0,4,17.0,0,0,1,20
6,4,0,1,6.73,0,0,0,20
7,1,0,2,11.97,0,0,1,20
8,4,0,2,12.67,1,0,0,20
9,2,0,0,12.62,2,0,0,20
10,4,0,3,13.09,3,0,0,20
11,5,0,0,18.46,4,0,0,20
12,2,0,1,6.62,5,0,0,20
13,5,0,1,20.69,6,0,0,20
14,5,0,2,22.88,7,0,0,20
15,2,0,2,12.52,8,0,0,20
16,3,0,0,5.05,9,0,0,20
17,6,0,0,22.52,10,0,0,20
18,4,0,4,20.99,11,0,0,20
19,3,0,1,6.27,12,0,0,20
20,2,0,3,20.96,13,0,0,20
