idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,9.38,0,0,0,20
2,6,0,1,11.06,0,0,0,20
3,4,0,0,21.38,0,0,0,20
4,6,0,2,7.22,0,0,0,20
5,1,0,0,13.12,0,0,0,20
6,4,0,1,23.41,0,0,0,20
7,1,0,1,14.55,0,0,0,20
8,1,0,2,21.0,1,0,0,20
9,6,0,3,18.44,2,0,0,20
10,6,0,4,19.35,3,0,0,20
11,2,0,0,5.32,4,0,0,20
12,2,0,1,6.67,5,0,0,20
13,2,0,2,13.23,6,0,0,20
14,5,0,0,17.65,7,0,0,20
15,3,0,0,6.08,8,0,0,20
16,3,0,1,11.18,9,0,0,20
17,5,0,1,17.76,10,0,0,20
18,3,0,2,9.28,11,0,0,20
19,2,0,3,15.67,12,0,0,20
20,5,0,2,21.77,13,0,0,20
