idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.85,0,0,0,20
2,4,0,0,16.77,0,0,0,20
3,4,0,1,14.05,0,0,0,20
4,1,0,1,10.4,0,0,0,20
5,2,0,1,5.36,0,0,1,20
6,2,0,0,5.05,0,0,0,20
7,4,0,2,18.17,0,0,1,20
8,3,0,0,5.55,1,0,0,20
9,3,0,1,7.57,2,0,0,20
10,1,0,2,10.55,3,0,0,20
11,6,0,0,13.11,4,0,0,20
12,4,0,3,23.37,5,0,0,20
13,6,0,1,13.27,6,0,0,20
14,1,0,3,11.69,7,0,0,20
15,6,0,2,21.39,8,0,0,20
16,3,0,2,5.33,9,0,0,20
17,1,0,4,15.95,10,0,0,20
18,2,0,2,19.64,11,0,0,20
19,3,0,3,15.43,12,0,0,20
20,5,0,0,5.9,13,0,0,20
