idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,2,15.86,0,0,1,20
2,5,0,0,13.29,0,0,0,20
3,5,0,1,15.78,0,0,0,20
4,5,0,3,18.43,0,0,1,20
5,2,0,1,11.5,0,0,1,20
6,5,0,4,21.63,0,0,1,20
7,2,0,0,6.63,0,0,1,20
8,1,0,0,7.43,1,0,0,20
9,2,0,2,16.91,2,0,0,20
10,1,0,1,14.78,3,0,0,20
11,3,0,0,11.21,4,0,0,20
12,4,0,0,11.71,5,0,0,20
13,3,0,1,11.37,6,0,0,20
14,6,0,0,21.5,7,0,0,20
15,1,0,2,5.77,8,0,0,20
16,2,0,3,19.62,9,0,0,20
17,4,0,1,16.93,10,0,0,20
18,1,0,3,7.74,11,0,0,20
19,1,0,4,7.36,12,0,0,20
20,3,0,2,11.76,13,0,0,20
