idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,2,6.16,3,306.16,0,1,20
2,4,0,0,19.23,2,219.23,0,0,20
3,1,0,0,23.81,0,23.81,0,0,20
4,4,0,1,7.46,2,207.46,0,0,20
5,1,0,1,14.77,1,114.77,0,1,20
6,4,0,2,22.38,1,122.38,0,0,20
7,1,0,3,17.18,3,317.18,0,1,20
8,2,0,0,16.65,3,316.65,1,0,20
9,3,0,0,9.42,2,209.42,2,0,20
10,3,0,1,11.33,2,211.33,3,0,20
11,2,0,1,17.73,3,317.73,4,0,20
12,3,0,2,7.17,3,307.17,5,0,20
13,5,0,0,23.16,0,23.16,6,0,20
14,5,0,1,18.46,1,118.46000000000001,7,0,20
15,3,0,3,14.12,3,314.12,8,0,20
16,6,0,0,15.02,1,115.02,9,0,20
17,4,0,3,5.69,3,305.69,10,0,20
18,6,0,1,11.12,0,11.12,11,0,20
19,5,0,2,5.24,3,305.24,12,0,20
20,6,0,2,10.32,0,10.32,13,0,20
21,6,0,3,20.91,1,120.91,14,0,20
22,6,0,4,23.78,0,23.78,15,0,20
23,4,0,4,12.06,3,312.06,16,0,20
