idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,17.38,0,17.38,0,0,20
2,4,0,2,5.29,1,105.29,0,1,20
3,3,0,1,6.74,2,206.74,0,1,20
4,4,0,4,9.13,1,109.13,0,1,20
5,4,0,1,16.97,0,16.97,0,0,20
6,4,0,3,7.77,1,107.77,0,1,20
7,3,0,0,9.15,0,9.15,0,1,20
8,3,0,2,7.51,3,307.51,1,0,20
9,1,0,0,12.63,1,112.63,2,0,20
10,1,0,1,13.15,1,113.15,3,0,20
11,2,0,0,5.73,1,105.73,4,0,20
12,1,0,2,14.92,1,114.92,5,0,20
13,5,0,0,8.91,0,8.91,6,0,20
14,5,0,1,5.69,1,105.69,7,0,20
15,2,0,1,13.05,2,213.05,8,0,20
16,1,0,3,8.95,2,208.95,9,0,20
17,3,0,3,8.91,3,308.91,10,0,20
18,2,0,2,14.75,2,214.75,11,0,20
19,2,0,3,22.81,2,222.81,12,0,20
20,1,0,4,11.41,2,211.41,13,0,20
21,5,0,2,6.28,2,206.28,14,0,20
22,5,0,3,13.18,2,213.18,15,0,20
23,6,0,0,18.49,1,118.49,16,0,20
