idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,1,8.67,3,308.67,0,1,20
2,6,0,0,12.17,0,12.17,0,0,20
3,4,0,0,11.08,0,11.08,0,0,20
4,4,0,3,20.65,2,220.65,0,1,20
5,4,0,1,9.48,2,209.48,0,0,20
6,4,0,4,6.24,3,306.24,0,1,20
7,4,0,2,18.7,2,218.7,0,1,20
8,1,0,0,23.6,1,123.6,1,0,20
9,2,0,0,10.82,1,110.82,2,0,20
10,3,0,0,14.26,0,14.26,3,0,20
11,1,0,1,12.42,3,312.42,4,0,20
12,2,0,1,23.32,2,223.32,5,0,20
13,1,0,2,14.65,3,314.65,6,0,20
14,5,0,0,5.26,0,5.26,7,0,20
15,3,0,1,19.76,0,19.76,8,0,20
16,5,0,1,6.15,0,6.15,9,0,20
17,5,0,2,9.69,0,9.69,10,0,20
18,3,0,2,23.28,2,223.28,11,0,20
19,5,0,3,15.73,2,215.73,12,0,20
20,5,0,4,20.72,0,20.72,13,0,20
21,2,0,2,6.65,3,306.65,14,0,20
22,3,0,3,15.17,1,115.17,15,0,20
23,3,0,4,14.51,0,14.51,16,0,20
