idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,1,16.3,1,116.3,0,1,20
2,4,0,0,23.07,1,123.07,0,0,20
3,4,0,1,16.99,1,116.99,0,0,20
4,2,0,0,8.52,1,108.52,0,0,20
5,4,0,2,9.39,1,109.39,0,0,20
6,2,0,3,15.45,3,315.45,0,1,20
7,2,0,2,9.45,3,309.45,0,1,20
8,1,0,0,8.37,0,8.37,1,0,20
9,1,0,1,9.29,1,109.28999999999999,2,0,20
10,1,0,2,9.49,1,109.49,3,0,20
11,2,0,4,19.05,3,319.05,4,0,20
12,1,0,3,19.11,2,219.11,5,0,20
13,3,0,0,5.49,2,205.49,6,0,20
14,1,0,4,22.75,2,222.75,7,0,20
15,5,0,0,5.13,2,205.13,8,0,20
16,6,0,0,5.07,1,105.07,9,0,20
17,3,0,1,12.02,2,212.02,10,0,20
18,3,0,2,16.78,3,316.78,11,0,20
19,5,0,1,7.48,3,307.48,12,0,20
20,6,0,1,22.79,0,22.79,13,0,20
21,6,0,2,12.25,0,12.25,14,0,20
22,4,0,3,6.89,3,306.89,15,0,20
23,6,0,3,19.25,2,219.25,16,0,20
