idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,9.57,3,309.57,0,0,20
2,6,0,4,22.82,2,222.82,0,1,20
3,6,0,1,8.16,1,108.16,0,0,20
4,1,0,1,16.38,3,316.38,0,1,20
5,6,0,3,19.12,1,119.12,0,1,20
6,6,0,2,9.26,1,109.26,0,0,20
7,1,0,0,14.39,0,14.39,0,1,20
8,2,0,0,5.92,2,205.92,1,0,20
9,3,0,0,14.38,1,114.38,2,0,20
10,2,0,1,11.3,3,311.3,3,0,20
11,3,0,1,21.29,1,121.28999999999999,4,0,20
12,3,0,2,23.98,2,223.98,5,0,20
13,2,0,2,12.06,3,312.06,6,0,20
14,4,0,0,18.26,2,218.26,7,0,20
15,3,0,3,10.48,3,310.48,8,0,20
16,4,0,1,20.7,2,220.7,9,0,20
17,5,0,0,5.2,1,105.2,10,0,20
18,1,0,2,22.07,3,322.07,11,0,20
19,5,0,1,18.29,0,18.29,12,0,20
20,5,0,2,21.75,1,121.75,13,0,20
21,5,0,3,7.4,0,7.4,14,0,20
22,4,0,2,5.75,3,305.75,15,0,20
23,4,0,3,10.21,3,310.21,16,0,20
