idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,17.51,1,117.51,0,0,20
2,5,0,0,6.41,3,306.41,0,0,20
3,5,0,3,19.91,3,319.91,0,1,20
4,1,0,1,17.08,2,217.07999999999998,0,0,20
5,1,0,2,22.95,2,222.95,0,1,20
6,5,0,2,12.85,3,312.85,0,1,20
7,5,0,1,10.66,3,310.66,0,0,20
8,2,0,0,11.89,2,211.89,1,0,20
9,2,0,1,17.69,2,217.69,2,0,20
10,3,0,0,20.14,0,20.14,3,0,20
11,1,0,3,11.41,3,311.41,4,0,20
12,4,0,0,16.23,0,16.23,5,0,20
13,2,0,2,16.09,3,316.09,6,0,20
14,3,0,1,17.43,1,117.43,7,0,20
15,2,0,3,21.47,3,321.47,8,0,20
16,3,0,2,21.59,1,121.59,9,0,20
17,3,0,3,14.05,2,214.05,10,0,20
18,3,0,4,7.69,3,307.69,11,0,20
19,4,0,1,9.47,3,309.47,12,0,20
20,6,0,0,19.95,1,119.95,13,0,20
21,6,0,1,17.01,2,217.01,14,0,20
22,6,0,2,10.91,2,210.91,15,0,20
23,6,0,3,21.26,1,121.26,16,0,20
