idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,4,11.49,2,211.49,0,1,20
2,1,0,0,19.67,0,19.67,0,1,20
3,2,0,0,6.75,1,106.75,0,0,20
4,2,0,3,9.19,2,209.19,0,1,20
5,2,0,1,8.75,1,108.75,0,0,20
6,1,0,1,13.46,2,213.46,0,1,20
7,2,0,2,8.81,1,108.81,0,1,20
8,3,0,0,16.28,1,116.28,1,0,20
9,3,0,1,12.17,2,212.17,2,0,20
10,4,0,0,22.53,1,122.53,3,0,20
11,5,0,0,14.25,0,14.25,4,0,20
12,1,0,2,15.33,2,215.33,5,0,20
13,4,0,1,5.25,2,205.25,6,0,20
14,5,0,1,20.41,0,20.41,7,0,20
15,1,0,3,8.33,3,308.33,8,0,20
16,6,0,0,15.85,0,15.85,9,0,20
17,5,0,2,23.03,1,123.03,10,0,20
18,6,0,1,21.87,0,21.87,11,0,20
19,6,0,2,9.07,1,109.07,12,0,20
20,6,0,3,11.92,1,111.92,13,0,20
21,6,0,4,18.46,1,118.46000000000001,14,0,20
22,5,0,3,9.86,0,9.86,15,0,20
23,5,0,4,16.13,1,116.13,16,0,20
