idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.67,1,0,0,20
2,5,0,0,22.23,2,0,0,20
3,1,0,1,9.16,3,0,0,20
4,3,0,0,10.57,4,0,0,20
5,5,0,1,21.76,5,0,0,20
6,2,0,0,7.66,6,0,0,20
7,3,0,1,19.69,7,0,0,20
8,1,0,2,11.18,8,0,0,20
9,2,0,1,7.86,9,0,0,20
10,1,0,3,17.64,10,0,0,20
11,3,0,2,21.6,11,0,0,20
12,6,0,0,22.89,12,0,0,20
13,3,0,3,21.93,13,0,0,20
14,2,0,2,10.64,14,0,0,20
15,4,0,0,12.21,15,0,0,20
16,4,0,1,19.17,16,0,0,20
17,1,0,4,12.98,17,0,0,20
18,2,0,3,9.23,18,0,0,20
19,2,0,4,12.88,19,0,0,20
20,4,0,2,21.37,20,0,0,20
