idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,6.36,1,0,0,20
2,5,0,0,17.52,2,0,0,20
3,1,0,1,6.9,3,0,0,20
4,2,0,0,11.53,4,0,0,20
5,1,0,2,7.08,5,0,0,20
6,5,0,1,22.02,6,0,0,20
7,3,0,0,9.89,7,0,0,20
8,4,0,0,15.36,8,0,0,20
9,2,0,1,6.22,9,0,0,20
10,4,0,1,15.98,10,0,0,20
11,4,0,2,18.9,11,0,0,20
12,1,0,3,9.93,12,0,0,20
13,3,0,1,14.02,13,0,0,20
14,3,0,2,17.84,14,0,0,20
15,6,0,0,23.37,15,0,0,20
16,2,0,2,15.43,16,0,0,20
17,3,0,3,20.04,17,0,0,20
18,2,0,3,17.85,18,0,0,20
19,1,0,4,6.55,19,0,0,20
20,3,0,4,20.98,20,0,0,20
