idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,16.03,1,0,0,20
2,1,0,0,15.65,2,0,0,20
3,1,0,1,5.78,3,0,0,20
4,5,0,1,16.63,4,0,0,20
5,4,0,0,12.51,5,0,0,20
6,5,0,2,16.8,6,0,0,20
7,3,0,0,10.28,7,0,0,20
8,3,0,1,9.92,8,0,0,20
9,2,0,0,7.63,9,0,0,20
10,1,0,2,8.19,10,0,0,20
11,4,0,1,19.51,11,0,0,20
12,3,0,2,10.05,12,0,0,20
13,3,0,3,10.64,13,0,0,20
14,2,0,1,12.32,14,0,0,20
15,2,0,2,15.01,15,0,0,20
16,6,0,0,23.24,16,0,0,20
17,2,0,3,15.29,17,0,0,20
18,1,0,3,5.07,18,0,0,20
19,4,0,2,21.48,19,0,0,20
20,1,0,4,6.28,20,0,0,20
