idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,8.63,1,0,0,20
2,1,0,1,17.67,2,0,0,20
3,2,0,0,13.4,3,0,0,20
4,1,0,2,22.38,4,0,0,20
5,3,0,0,12.45,5,0,0,20
6,4,0,0,15.85,6,0,0,20
7,5,0,0,19.86,7,0,0,20
8,5,0,1,23.02,8,0,0,20
9,6,0,0,10.25,9,0,0,20
10,6,0,1,11.85,10,0,0,20
11,4,0,1,21.8,11,0,0,20
12,2,0,1,18.49,12,0,0,20
13,6,0,2,6.8,13,0,0,20
14,6,0,3,6.16,14,0,0,20
15,5,0,2,23.17,15,0,0,20
16,3,0,1,16.31,16,0,0,20
17,4,0,2,21.43,17,0,0,20
18,6,0,4,5.56,18,0,0,20
19,3,0,2,7.87,19,0,0,20
20,3,0,3,14.81,20,0,0,20
