idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,17.8,1,117.8,1,0,20
2,1,0,1,5.58,3,305.58,2,0,20
3,2,0,0,20.24,0,20.24,3,0,20
4,1,0,2,22.75,3,322.75,4,0,20
5,2,0,1,15.6,3,315.6,5,0,20
6,3,0,0,8.41,3,308.41,6,0,20
7,4,0,0,8.97,0,8.97,7,0,20
8,4,0,1,14.11,1,114.11,8,0,20
9,5,0,0,11.07,1,111.07,9,0,20
10,6,0,0,22.6,0,22.6,10,0,20
11,4,0,2,6.12,3,306.12,11,0,20
12,6,0,1,21.61,0,21.61,12,0,20
13,6,0,2,7.89,1,107.89,13,0,20
14,5,0,1,21.86,0,21.86,14,0,20
15,5,0,2,23.81,0,23.81,15,0,20
16,5,0,3,16.69,0,16.69,16,0,20
17,5,0,4,16.03,0,16.03,17,0,20
18,6,0,3,12.58,2,212.58,18,0,20
19,2,0,2,22.55,3,322.55,19,0,20
20,6,0,4,14.02,0,14.02,20,0,20
