idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,15.51,1,0,20,2,215.51
2,2,0,0,10.96,2,0,20,1,110.96000000000001
3,1,0,1,16.12,3,0,20,3,316.12
4,1,0,2,18.09,4,0,20,3,318.09
5,3,0,0,5.17,5,0,20,0,5.17
6,2,0,1,6.01,6,0,20,3,306.01
7,3,0,1,11.31,7,0,20,0,11.31
8,3,0,2,7.03,8,0,20,2,207.03
9,4,0,0,13.63,9,0,20,0,13.63
10,5,0,0,5.91,10,0,20,0,5.91
11,3,0,3,8.54,11,0,20,2,208.54
12,4,0,1,14.63,12,0,20,2,214.63
13,5,0,1,10.41,13,0,20,0,10.41
14,5,0,2,11.5,14,0,20,0,11.5
15,5,0,3,7.5,15,0,20,2,207.5
16,6,0,0,17.12,16,0,20,1,117.12
17,6,0,1,13.11,17,0,20,2,213.11
18,6,0,2,19.49,18,0,20,1,119.49
19,6,0,3,11.67,19,0,20,0,11.67
20,6,0,4,5.66,20,0,20,2,205.66
