idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,6.77,2,206.77,1,0,20
2,1,0,1,16.46,3,316.46,2,0,20
3,2,0,0,9.71,3,309.71,3,0,20
4,3,0,0,8.79,1,108.78999999999999,4,0,20
5,3,0,1,17.62,1,117.62,5,0,20
6,3,0,2,16.61,2,216.61,6,0,20
7,4,0,0,18.73,2,218.73,7,0,20
8,5,0,0,8.09,2,208.09,8,0,20
9,5,0,1,15.72,2,215.72,9,0,20
10,6,0,0,13.6,2,213.6,10,0,20
11,6,0,1,5.46,0,5.46,11,0,20
12,4,0,1,5.03,3,305.03,12,0,20
13,6,0,2,12.79,2,212.79,13,0,20
14,2,0,1,11.2,3,311.2,14,0,20
15,6,0,3,13.06,2,213.06,15,0,20
16,5,0,2,12.63,2,212.63,16,0,20
17,3,0,3,16.87,2,216.87,17,0,20
18,4,0,2,5.3,3,305.3,18,0,20
19,2,0,2,14.93,3,314.93,19,0,20
20,5,0,3,20.49,1,120.49,20,0,20
