idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,18.35,1,0,20,0,18.35
2,2,0,0,16.07,2,0,20,0,16.07
3,1,0,1,5.36,3,0,20,1,105.36
4,3,0,0,11.55,4,0,20,0,11.55
5,1,0,2,11.27,5,0,20,3,311.27
6,4,0,0,6.94,6,0,20,0,6.94
7,2,0,1,17.42,7,0,20,1,117.42
8,1,0,3,14.85,8,0,20,3,314.85
9,2,0,2,19.95,9,0,20,3,319.95
10,4,0,1,10.03,10,0,20,0,10.03
11,3,0,1,8.96,11,0,20,2,208.96
12,4,0,2,10.53,12,0,20,0,10.53
13,4,0,3,13.4,13,0,20,0,13.4
14,3,0,2,11.37,14,0,20,2,211.37
15,1,0,4,16.49,15,0,20,3,316.49
16,4,0,4,5.2,16,0,20,2,205.2
17,5,0,0,6.07,17,0,20,0,6.07
18,5,0,1,6.49,18,0,20,0,6.49
19,3,0,3,14.5,19,0,20,2,214.5
20,5,0,2,22.69,20,0,20,1,122.69
