idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,20.81,1,0,20,0,20.81
2,1,0,1,20.77,2,0,20,3,320.77
3,2,0,0,22.36,3,0,20,1,122.36
4,2,0,1,18.36,4,0,20,2,218.36
5,3,0,0,11.71,5,0,20,2,211.71
6,4,0,0,8.16,6,0,20,0,8.16
7,4,0,1,20.4,7,0,20,1,120.4
8,5,0,0,19.35,8,0,20,0,19.35
9,5,0,1,6.01,9,0,20,1,106.01
10,5,0,2,7.99,10,0,20,1,107.99
11,2,0,2,22.15,11,0,20,2,222.15
12,2,0,3,5.25,12,0,20,3,305.25
13,4,0,2,6.22,13,0,20,2,206.22
14,1,0,2,21.67,14,0,20,3,321.67
15,1,0,3,23.67,15,0,20,3,323.67
16,3,0,1,18.37,16,0,20,2,218.37
17,4,0,3,8.08,17,0,20,2,208.08
18,2,0,4,10.83,18,0,20,3,310.83
19,3,0,2,22.15,19,0,20,3,322.15
20,4,0,4,13.06,20,0,20,3,313.06
