idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,12.64,1,0,20,0,12.64
2,2,0,0,10.91,2,0,20,0,10.91
3,1,0,1,14.6,3,0,20,1,114.6
4,1,0,2,21.0,4,0,20,3,321.0
5,3,0,0,10.57,5,0,20,0,10.57
6,2,0,1,6.74,6,0,20,1,106.74
7,2,0,2,11.65,7,0,20,2,211.65
8,2,0,3,16.84,8,0,20,2,216.84
9,2,0,4,13.63,9,0,20,3,313.63
10,3,0,1,6.8,10,0,20,1,106.8
11,3,0,2,9.94,11,0,20,2,209.94
12,4,0,0,16.22,12,0,20,0,16.22
13,4,0,1,7.93,13,0,20,2,207.93
14,4,0,2,9.91,14,0,20,2,209.91
15,5,0,0,16.62,15,0,20,0,16.62
16,5,0,1,23.36,16,0,20,0,23.36
17,6,0,0,18.4,17,0,20,0,18.4
18,3,0,3,11.57,18,0,20,2,211.57
19,3,0,4,19.14,19,0,20,3,319.14
20,1,0,3,23.39,20,0,20,3,323.39
