idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,8.06,1,0,20,2,208.06
2,1,0,1,12.36,2,0,20,2,212.36
3,2,0,0,18.94,3,0,20,3,318.94
4,3,0,0,6.6,4,0,20,0,6.6
5,3,0,1,19.47,5,0,20,1,119.47
6,1,0,2,17.07,6,0,20,2,217.07
7,3,0,2,20.11,7,0,20,1,120.11
8,4,0,0,10.46,8,0,20,1,110.46000000000001
9,4,0,1,18.5,9,0,20,2,218.5
10,2,0,1,22.19,10,0,20,3,322.19
11,3,0,3,10.2,11,0,20,2,210.2
12,5,0,0,8.03,12,0,20,2,208.03
13,6,0,0,20.55,13,0,20,0,20.55
14,4,0,2,10.56,14,0,20,3,310.56
15,6,0,1,19.51,15,0,20,1,119.51
16,4,0,3,12.71,16,0,20,3,312.71
17,1,0,3,23.0,17,0,20,2,223.0
18,6,0,2,20.27,18,0,20,1,120.27
19,3,0,4,15.69,19,0,20,2,215.69
20,5,0,1,13.91,20,0,20,2,213.91
