idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,21.62,1,0,20,1,121.62
2,1,0,1,12.14,2,0,20,3,312.14
3,2,0,0,8.86,3,0,20,2,208.86
4,2,0,1,16.3,4,0,20,2,216.3
5,3,0,0,11.2,5,0,20,1,111.2
6,4,0,0,6.14,6,0,20,1,106.14
7,5,0,0,9.5,7,0,20,0,9.5
8,6,0,0,8.56,8,0,20,0,8.56
9,3,0,1,18.52,9,0,20,1,118.52
10,5,0,1,20.66,10,0,20,0,20.66
11,1,0,2,17.4,11,0,20,3,317.4
12,2,0,2,21.24,12,0,20,2,221.24
13,2,0,3,15.47,13,0,20,3,315.47
14,5,0,2,21.36,14,0,20,0,21.36
15,6,0,1,5.52,15,0,20,1,105.52
16,5,0,3,21.19,16,0,20,0,21.19
17,1,0,3,19.45,17,0,20,3,319.45
18,4,0,1,10.76,18,0,20,1,110.76
19,6,0,2,19.52,19,0,20,0,19.52
20,3,0,2,23.97,20,0,20,1,123.97
