idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,2,17.26,0,0,1,20
2,6,0,0,8.52,0,0,0,20
3,3,0,3,19.89,0,0,1,20
4,3,0,0,17.05,0,0,0,20
5,3,0,1,13.4,0,0,0,20
6,3,0,4,21.65,1,0,0,20
7,5,0,0,17.58,2,0,0,20
8,4,0,0,14.93,3,0,0,20
9,2,0,0,9.1,4,0,0,20
10,2,0,1,11.95,5,0,0,20
11,2,0,2,14.55,6,0,0,20
12,4,0,1,15.92,7,0,0,20
13,4,0,2,20.89,8,0,0,20
14,4,0,3,23.09,9,0,0,20
15,2,0,3,17.01,10,0,0,20
16,2,0,4,17.13,11,0,0,20
17,6,0,1,16.56,12,0,0,20
18,5,0,1,18.57,13,0,0,20
19,1,0,0,9.78,14,0,0,20
20,5,0,2,20.03,15,0,0,20
21,5,0,3,20.96,16,0,0,20
22,1,0,1,12.23,17,0,0,20
23,1,0,2,6.16,18,0,0,20
