idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,21.04,0,0,20,0,21.04
2,3,0,3,11.72,0,1,20,0,11.72
3,3,0,0,5.46,0,0,20,0,5.46
4,6,0,1,22.68,0,1,20,0,22.68
5,3,0,1,6.61,0,1,20,0,6.61
6,3,0,4,20.39,0,1,20,0,20.39
7,3,0,2,10.54,0,1,20,0,10.54
8,1,0,0,9.22,1,0,20,0,9.22
9,1,0,1,20.75,2,0,20,0,20.75
10,2,0,0,17.33,3,0,20,0,17.33
11,4,0,0,11.32,4,0,20,0,11.32
12,5,0,0,5.09,5,0,20,0,5.09
13,5,0,1,5.4,6,0,20,0,5.4
14,5,0,2,10.43,7,0,20,0,10.43
15,2,0,1,17.83,8,0,20,0,17.83
16,5,0,3,9.09,9,0,20,0,9.09
17,6,0,2,22.91,10,0,20,0,22.91
18,5,0,4,10.27,11,0,20,0,10.27
19,2,0,2,18.2,12,0,20,0,18.2
20,4,0,1,15.75,13,0,20,0,15.75
21,2,0,3,20.53,14,0,20,0,20.53
22,4,0,2,14.41,15,0,20,0,14.41
23,4,0,3,19.61,16,0,20,0,19.61
