idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,10.83,1,0,20,1,110.83
2,2,0,0,5.07,2,0,20,0,5.07
3,1,0,1,12.41,3,0,20,2,212.41
4,2,0,1,17.8,4,0,20,0,17.8
5,2,0,2,21.81,5,0,20,0,21.81
6,3,0,0,5.72,6,0,20,0,5.72
7,1,0,2,16.91,7,0,20,3,316.91
8,2,0,3,13.47,8,0,20,2,213.47
9,2,0,4,14.73,9,0,20,2,214.73
10,3,0,1,8.11,10,0,20,1,108.11
11,3,0,2,22.55,11,0,20,2,222.55
12,1,0,3,19.26,12,0,20,3,319.26
13,4,0,0,13.39,13,0,20,2,213.39
14,5,0,0,12.67,14,0,20,1,112.67
15,4,0,1,17.76,15,0,20,2,217.76
16,6,0,0,12.07,16,0,20,0,12.07
17,3,0,3,14.06,17,0,20,3,314.06
18,3,0,4,14.16,18,0,20,3,314.16
19,5,0,1,7.7,19,0,20,2,207.7
20,4,0,2,14.35,20,0,20,3,314.35
21,6,0,1,5.26,21,0,20,2,205.26
22,5,0,2,13.84,22,0,20,2,213.84
23,6,0,2,14.39,23,0,20,1,114.39
24,6,0,3,16.82,24,0,20,0,16.82
25,6,0,4,13.77,25,0,20,1,113.77
26,5,0,3,21.04,26,0,20,2,221.04
27,5,0,4,8.31,27,0,20,0,8.31
