idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,13.07,1,113.07,1,0,20
2,1,0,1,22.81,2,222.81,2,0,20
3,2,0,0,21.2,1,121.2,3,0,20
4,3,0,0,13.53,0,13.53,4,0,20
5,4,0,0,9.53,0,9.53,5,0,20
6,3,0,1,12.0,1,112.0,6,0,20
7,3,0,2,14.22,1,114.22,7,0,20
8,4,0,1,16.14,0,16.14,8,0,20
9,4,0,2,22.52,0,22.52,9,0,20
10,5,0,0,8.14,0,8.14,10,0,20
11,5,0,1,17.58,0,17.58,11,0,20
12,3,0,3,19.68,1,119.68,12,0,20
13,2,0,1,22.45,2,222.45,13,0,20
14,6,0,0,8.46,0,8.46,14,0,20
15,6,0,1,7.84,0,7.84,15,0,20
16,1,0,2,19.54,3,319.54,16,0,20
17,4,0,3,5.44,1,105.44,17,0,20
18,3,0,4,12.33,2,212.33,18,0,20
19,4,0,4,6.82,2,206.82,19,0,20
20,5,0,2,16.41,1,116.41,20,0,20
21,1,0,3,20.02,3,320.02,21,0,20
22,6,0,2,19.52,0,19.52,22,0,20
23,6,0,3,6.71,1,106.71,23,0,20
24,5,0,3,7.8,2,207.8,24,0,20
25,6,0,4,5.15,1,105.15,25,0,20
26,5,0,4,19.19,2,219.19,26,0,20
27,2,0,2,7.87,2,207.87,27,0,20
