idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,23.81,1,123.81,1,0,20
2,1,0,1,8.17,3,308.17,2,0,20
3,2,0,0,21.15,2,221.15,3,0,20
4,1,0,2,22.58,3,322.58,4,0,20
5,3,0,0,6.07,0,6.07,5,0,20
6,3,0,1,17.25,2,217.25,6,0,20
7,4,0,0,5.76,1,105.76,7,0,20
8,2,0,1,13.42,3,313.42,8,0,20
9,4,0,1,19.06,1,119.06,9,0,20
10,3,0,2,13.01,3,313.01,10,0,20
11,5,0,0,14.11,1,114.11,11,0,20
12,4,0,2,19.48,2,219.48,12,0,20
13,6,0,0,7.13,0,7.13,13,0,20
14,2,0,2,17.75,3,317.75,14,0,20
15,6,0,1,11.62,0,11.62,15,0,20
16,5,0,1,10.38,2,210.38,16,0,20
17,2,0,3,19.44,3,319.44,17,0,20
18,5,0,2,13.61,2,213.61,18,0,20
19,6,0,2,22.93,0,22.93,19,0,20
20,6,0,3,20.19,0,20.19,20,0,20
21,6,0,4,6.48,2,206.48,21,0,20
22,4,0,3,10.44,3,310.44,22,0,20
23,5,0,3,8.93,0,8.93,23,0,20
24,4,0,4,12.27,3,312.27,24,0,20
25,5,0,4,23.94,1,123.94,25,0,20
26,3,0,3,17.86,0,17.86,26,0,20
27,3,0,4,14.53,2,214.53,27,0,20
