idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,20.46,1,0,20,0,20.46
2,1,0,1,20.78,2,0,20,3,320.78
3,2,0,0,20.35,3,0,20,2,220.35
4,3,0,0,17.23,4,0,20,1,117.23
5,4,0,0,17.06,5,0,20,1,117.06
6,3,0,1,23.41,6,0,20,1,123.41
7,2,0,1,10.16,7,0,20,3,310.16
8,3,0,2,10.79,8,0,20,2,210.79
9,4,0,1,21.04,9,0,20,1,121.03999999999999
10,3,0,3,6.75,10,0,20,3,306.75
11,4,0,2,18.42,11,0,20,2,218.42000000000002
12,5,0,0,17.44,12,0,20,2,217.44
13,4,0,3,5.28,13,0,20,3,305.28
14,5,0,1,17.5,14,0,20,2,217.5
15,2,0,2,17.54,15,0,20,3,317.54
16,2,0,3,18.06,16,0,20,3,318.06
17,6,0,0,9.54,17,0,20,1,109.53999999999999
18,6,0,1,21.84,18,0,20,1,121.84
19,5,0,2,20.83,19,0,20,2,220.82999999999998
20,6,0,2,22.41,20,0,20,1,122.41
21,1,0,2,20.87,21,0,20,3,320.87
22,6,0,3,19.82,22,0,20,0,19.82
23,6,0,4,19.64,23,0,20,2,219.64
24,5,0,3,11.91,24,0,20,0,11.91
25,5,0,4,13.07,25,0,20,1,113.07
26,4,0,4,10.99,26,0,20,2,210.99
27,3,0,4,16.85,27,0,20,3,316.85
