idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,8.09,0,8.09,1,0,20
2,1,0,1,12.29,3,312.29,2,0,20
3,2,0,0,13.68,3,313.68,3,0,20
4,3,0,0,19.31,0,19.31,4,0,20
5,2,0,1,17.23,3,317.23,5,0,20
6,3,0,1,8.13,3,308.13,6,0,20
7,4,0,0,22.34,2,222.34,7,0,20
8,5,0,0,23.11,0,23.11,8,0,20
9,1,0,2,12.84,3,312.84,9,0,20
10,4,0,1,22.75,2,222.75,10,0,20
11,6,0,0,5.18,0,5.18,11,0,20
12,6,0,1,15.37,0,15.37,12,0,20
13,3,0,2,8.4,3,308.4,13,0,20
14,6,0,2,19.65,0,19.65,14,0,20
15,5,0,1,22.61,2,222.61,15,0,20
16,4,0,2,23.3,2,223.3,16,0,20
17,6,0,3,8.07,1,108.07,17,0,20
18,5,0,2,18.74,1,118.74,18,0,20
19,6,0,4,15.86,0,15.86,19,0,20
20,5,0,3,5.77,0,5.77,20,0,20
21,4,0,3,6.47,3,306.47,21,0,20
22,5,0,4,5.95,3,305.95,22,0,20
23,4,0,4,13.12,0,13.12,23,0,20
24,3,0,3,15.9,0,15.9,24,0,20
25,2,0,2,17.4,3,317.4,25,0,20
26,3,0,4,23.15,2,223.15,26,0,20
27,1,0,3,10.77,0,10.77,27,0,20
