idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,19.23,1,0,0,20
2,1,0,1,23.33,2,0,0,20
3,2,0,0,17.2,3,0,0,20
4,2,0,1,19.83,4,0,0,20
5,3,0,0,19.46,5,0,0,20
6,4,0,0,18.67,6,0,0,20
7,2,0,2,20.41,7,0,0,20
8,5,0,0,18.05,8,0,0,20
9,2,0,3,22.87,9,0,0,20
10,6,0,0,12.13,10,0,0,20
11,6,0,1,10.58,11,0,0,20
12,6,0,2,11.08,12,0,0,20
13,4,0,1,19.24,13,0,0,20
14,5,0,1,13.91,14,0,0,20
15,6,0,3,12.55,15,0,0,20
16,5,0,2,17.93,16,0,0,20
17,3,0,1,20.3,17,0,0,20
18,1,0,2,23.97,18,0,0,20
19,6,0,4,9.85,19,0,0,20
20,5,0,3,12.08,20,0,0,20
21,5,0,4,5.33,21,0,0,20
22,4,0,2,12.62,22,0,0,20
23,4,0,3,19.03,23,0,0,20
24,3,0,2,21.81,24,0,0,20
25,4,0,4,18.6,25,0,0,20
26,3,0,3,22.7,26,0,0,20
27,3,0,4,20.72,27,0,0,20
