idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,3,11.54,2,211.54,0,1,20
2,2,0,4,21.21,2,221.21,0,1,20
3,2,0,2,8.56,1,108.56,0,1,20
4,2,0,1,19.28,0,19.28,0,1,20
5,2,0,0,8.91,0,8.91,0,1,20
6,1,0,0,19.42,1,119.42,1,0,20
7,1,0,1,11.23,2,211.23,2,0,20
8,1,0,2,23.83,2,223.82999999999998,3,0,20
9,3,0,0,11.15,2,211.15,4,0,20
10,1,0,3,5.38,3,305.38,5,0,20
11,4,0,0,13.25,1,113.25,6,0,20
12,5,0,0,7.28,0,7.28,7,0,20
13,4,0,1,21.3,1,121.3,8,0,20
14,5,0,1,6.61,1,106.61,9,0,20
15,1,0,4,18.33,3,318.33,10,0,20
