idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,17.52,1,117.52,0,0,20
2,5,0,1,11.05,1,111.05,0,0,20
3,5,0,2,22.26,2,222.26,0,1,20
4,1,0,1,22.81,0,22.81,0,1,20
5,1,0,0,15.44,0,15.44,0,1,20
6,2,0,0,19.74,1,119.74,1,0,20
7,3,0,0,11.5,0,11.5,2,0,20
8,2,0,1,5.33,2,205.33,3,0,20
9,1,0,2,22.6,1,122.6,4,0,20
10,2,0,2,7.18,3,307.18,5,0,20
11,3,0,1,21.72,0,21.72,6,0,20
12,3,0,2,24.0,0,24.0,7,0,20
13,4,0,0,10.42,0,10.42,8,0,20
14,6,0,0,10.16,0,10.16,9,0,20
15,6,0,1,10.22,0,10.22,10,0,20
