idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,18.51,0,0,20,3,318.51
2,4,0,1,14.58,0,0,20,2,214.58
3,1,0,0,18.32,0,0,20,0,18.32
4,4,0,2,17.09,0,0,20,3,317.09
5,1,0,1,13.93,0,1,20,1,113.93
6,2,0,0,18.15,1,0,20,1,118.15
7,2,0,1,19.72,2,0,20,1,119.72
8,2,0,2,22.99,3,0,20,3,322.99
9,3,0,0,6.7,4,0,20,0,6.7
10,1,0,2,8.62,5,0,20,2,208.62
11,3,0,1,7.16,6,0,20,0,7.16
12,3,0,2,15.99,7,0,20,1,115.99
13,5,0,0,16.94,8,0,20,0,16.94
14,6,0,0,15.0,9,0,20,0,15.0
15,6,0,1,11.7,10,0,20,0,11.7
