idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,10.01,0,1,20,1,110.01
2,5,0,1,9.21,0,1,20,1,109.21000000000001
3,5,0,4,18.45,0,1,20,3,318.45
4,5,0,3,15.64,0,1,20,2,215.64
5,5,0,0,9.22,0,0,20,0,9.22
6,1,0,0,13.81,1,0,20,0,13.81
7,1,0,1,9.45,2,0,20,2,209.45
8,2,0,0,6.4,3,0,20,1,106.4
9,1,0,2,22.4,4,0,20,2,222.4
10,2,0,1,7.83,5,0,20,1,107.83
11,3,0,0,16.59,6,0,20,0,16.59
12,2,0,2,10.06,7,0,20,1,110.06
13,1,0,3,8.71,8,0,20,3,308.71
14,2,0,3,12.91,9,0,20,1,112.91
15,3,0,1,17.4,10,0,20,0,17.4
