idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,2,18.66,0,1,20,2,218.66
2,5,0,0,22.93,0,0,20,0,22.93
3,3,0,3,12.83,0,1,20,3,312.83
4,3,0,1,21.4,0,1,20,0,21.4
5,3,0,0,20.13,0,0,20,0,20.13
6,5,0,1,13.79,1,0,20,3,313.79
7,1,0,0,20.87,2,0,20,3,320.87
8,2,0,0,9.43,3,0,20,2,209.43
9,2,0,1,16.2,4,0,20,3,316.2
10,2,0,2,16.46,5,0,20,3,316.46
11,4,0,0,11.35,6,0,20,3,311.35
12,6,0,0,8.31,7,0,20,1,108.31
13,6,0,1,14.33,8,0,20,1,114.33
14,6,0,2,20.04,9,0,20,2,220.04
15,4,0,1,12.82,10,0,20,3,312.82
