idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,15.26,2,215.26,0,0,20
2,4,0,1,23.46,3,323.46,0,1,20
3,1,0,1,6.68,2,206.68,0,0,20
4,4,0,2,23.64,3,323.64,0,1,20
5,4,0,0,15.09,1,115.09,0,0,20
6,2,0,0,23.91,1,123.91,1,0,20
7,1,0,2,23.21,3,323.21,2,0,20
8,2,0,1,20.12,2,220.12,3,0,20
9,3,0,0,11.78,2,211.78,4,0,20
10,2,0,2,12.22,3,312.22,5,0,20
11,5,0,0,15.61,0,15.61,6,0,20
12,5,0,1,12.61,1,112.61,7,0,20
13,6,0,0,11.75,1,111.75,8,0,20
14,6,0,1,15.58,0,15.58,9,0,20
15,6,0,2,19.84,0,19.84,10,0,20
