idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,1,14.32,0,0,1,20
2,1,0,4,19.49,0,0,1,20
3,1,0,1,7.65,0,0,1,20
4,1,0,3,19.27,0,0,1,20
5,3,0,0,7.0,0,0,1,20
6,1,0,0,7.19,0,0,1,20
7,1,0,2,16.98,0,0,1,20
8,6,0,0,16.76,1,0,0,20
9,5,0,0,12.85,2,0,0,20
10,2,0,0,7.99,3,0,0,20
11,4,0,0,9.0,4,0,0,20
12,6,0,1,18.69,5,0,0,20
13,4,0,1,14.49,6,0,0,20
14,2,0,1,7.13,7,0,0,20
15,5,0,1,17.07,8,0,0,20
16,5,0,2,15.93,9,0,0,20
17,5,0,3,23.97,10,0,0,20
18,4,0,2,16.16,11,0,0,20
19,2,0,2,6.02,12,0,0,20
20,2,0,3,13.6,13,0,0,20
21,2,0,4,13.77,14,0,0,20
22,3,0,2,10.55,15,0,0,20
23,6,0,2,19.07,16,0,0,20
