idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,14.23,0,0,1,20
2,2,0,0,9.11,0,0,0,20
3,2,0,3,21.59,0,0,1,20
4,1,0,0,10.45,0,0,0,20
5,1,0,1,22.73,0,0,0,20
6,1,0,2,22.98,0,0,0,20
7,2,0,2,17.78,0,0,1,20
8,3,0,0,7.92,1,0,0,20
9,3,0,1,7.41,2,0,0,20
10,6,0,0,13.88,3,0,0,20
11,1,0,3,23.7,4,0,0,20
12,6,0,1,19.15,5,0,0,20
13,3,0,2,14.65,6,0,0,20
14,5,0,0,12.96,7,0,0,20
15,6,0,2,20.17,8,0,0,20
16,3,0,3,16.12,9,0,0,20
17,4,0,0,9.92,10,0,0,20
18,3,0,4,16.31,11,0,0,20
19,4,0,1,12.21,12,0,0,20
20,4,0,2,13.7,13,0,0,20
21,4,0,3,18.27,14,0,0,20
22,5,0,1,8.02,15,0,0,20
23,5,0,2,10.26,16,0,0,20
