idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,1,16.64,0,0,1,20
2,1,0,2,14.99,0,0,1,20
3,6,0,0,14.04,0,0,0,20
4,1,0,3,23.54,0,0,1,20
5,1,0,0,6.14,0,0,0,20
6,1,0,4,23.96,0,0,1,20
7,1,0,1,10.54,0,0,1,20
8,4,0,0,12.29,1,0,0,20
9,4,0,1,16.45,2,0,0,20
10,5,0,0,19.17,3,0,0,20
11,4,0,2,18.57,4,0,0,20
12,2,0,0,13.98,5,0,0,20
13,6,0,2,16.9,6,0,0,20
14,2,0,1,8.88,7,0,0,20
15,2,0,2,10.17,8,0,0,20
16,3,0,0,9.11,9,0,0,20
17,5,0,1,21.07,10,0,0,20
18,6,0,3,17.46,11,0,0,20
19,2,0,3,17.62,12,0,0,20
20,4,0,3,21.17,13,0,0,20
21,2,0,4,18.02,14,0,0,20
22,3,0,1,9.53,15,0,0,20
23,3,0,2,5.81,16,0,0,20
