idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,16.78,0,0,0,20
2,3,0,0,5.72,0,0,0,20
3,1,0,2,23.86,0,0,1,20
4,4,0,1,8.97,0,0,0,20
5,4,0,2,10.57,0,0,0,20
6,1,0,0,21.31,0,0,0,20
7,1,0,1,20.69,0,0,0,20
8,2,0,0,7.19,1,0,0,20
9,6,0,0,11.11,2,0,0,20
10,2,0,1,5.08,3,0,0,20
11,2,0,2,6.78,4,0,0,20
12,2,0,3,7.81,5,0,0,20
13,6,0,1,20.58,6,0,0,20
14,5,0,0,8.65,7,0,0,20
15,5,0,1,15.61,8,0,0,20
16,2,0,4,7.96,9,0,0,20
17,6,0,2,23.78,10,0,0,20
18,5,0,2,10.02,11,0,0,20
19,3,0,1,8.16,12,0,0,20
20,6,0,3,23.12,13,0,0,20
21,4,0,3,18.63,14,0,0,20
22,5,0,3,12.17,15,0,0,20
23,6,0,4,23.52,16,0,0,20
