idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,11.05,2,211.05,0,0,20
2,1,0,0,23.27,2,223.27,0,0,20
3,1,0,1,19.4,1,119.4,0,0,20
4,4,0,3,7.38,3,307.38,0,1,20
5,4,0,2,21.82,2,221.82,0,1,20
6,5,0,0,11.21,0,11.21,0,0,20
7,4,0,1,13.01,2,213.01,0,0,20
8,5,0,1,10.53,3,310.53,1,0,20
9,2,0,0,7.24,1,107.24,2,0,20
10,5,0,2,17.16,3,317.16,3,0,20
11,5,0,3,18.53,3,318.53,4,0,20
12,1,0,2,20.31,2,220.31,5,0,20
13,3,0,0,20.71,0,20.71,6,0,20
14,6,0,0,7.15,0,7.15,7,0,20
15,2,0,1,5.58,2,205.58,8,0,20
