idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,2,19.3,2,219.3,0,1,20
2,4,0,0,19.29,2,219.29,0,0,20
3,4,0,3,22.83,3,322.83,0,1,20
4,3,0,1,12.04,1,112.03999999999999,0,1,20
5,3,0,0,10.67,1,110.67,0,0,20
6,3,0,2,20.27,1,120.27,0,1,20
7,4,0,1,12.66,2,212.66,0,0,20
8,3,0,3,17.43,2,217.43,1,0,20
9,1,0,0,18.43,1,118.43,2,0,20
10,3,0,4,14.47,3,314.47,3,0,20
11,2,0,0,21.64,0,21.64,4,0,20
12,5,0,0,6.39,0,6.39,5,0,20
13,5,0,1,7.35,0,7.35,6,0,20
14,1,0,1,19.61,1,119.61,7,0,20
15,1,0,2,9.35,2,209.35,8,0,20
