idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,10.86,0,1,20,1,110.86
2,6,0,0,14.98,0,0,20,3,314.98
3,5,0,3,7.91,0,1,20,2,207.91
4,6,0,1,16.56,0,0,20,3,316.56
5,5,0,0,7.13,0,0,20,0,7.13
6,5,0,4,18.33,0,1,20,2,218.32999999999998
7,5,0,1,16.15,0,1,20,0,16.15
8,1,0,0,5.5,1,0,20,3,305.5
9,2,0,0,15.68,2,0,20,0,15.68
10,6,0,2,23.32,3,0,20,3,323.32
11,2,0,1,12.61,4,0,20,1,112.61
12,2,0,2,14.53,5,0,20,1,114.53
13,3,0,0,7.45,6,0,20,1,107.45
14,1,0,1,11.76,7,0,20,3,311.76
15,4,0,0,5.99,8,0,20,1,105.99
