idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,22.72,1,122.72,0,0,20
2,1,0,1,10.17,3,310.17,0,0,20
3,1,0,2,16.86,3,316.86,0,0,20
4,2,0,1,23.89,1,123.89,0,1,20
5,5,0,0,20.61,0,20.61,0,0,20
6,2,0,0,19.15,1,119.15,0,1,20
7,2,0,2,18.08,2,218.07999999999998,0,1,20
8,2,0,3,20.55,2,220.55,1,0,20
9,2,0,4,13.74,3,313.74,2,0,20
10,5,0,1,14.02,2,214.02,3,0,20
11,3,0,0,10.86,3,310.86,4,0,20
12,4,0,0,17.39,2,217.39,5,0,20
13,4,0,1,20.01,2,220.01,6,0,20
14,6,0,0,22.78,1,122.78,7,0,20
15,6,0,1,20.06,1,120.06,8,0,20
