idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,1,12.32,1,112.32,0,1,20
2,2,0,1,12.18,3,312.18,0,1,20
3,3,0,4,17.39,2,217.39,0,1,20
4,3,0,0,21.48,0,21.48,0,1,20
5,2,0,0,10.94,3,310.94,0,0,20
6,3,0,2,11.69,2,211.69,0,1,20
7,3,0,3,12.49,2,212.49,0,1,20
8,1,0,0,23.17,0,23.17,1,0,20
9,2,0,2,17.17,3,317.17,2,0,20
10,1,0,1,22.2,1,122.2,3,0,20
11,1,0,2,11.13,2,211.13,4,0,20
12,4,0,0,21.67,0,21.67,5,0,20
13,5,0,0,5.58,0,5.58,6,0,20
14,1,0,3,21.6,2,221.6,7,0,20
15,1,0,4,10.7,3,310.7,8,0,20
