idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,1,14.85,0,14.85,0,1,20
2,3,0,1,21.92,2,221.92000000000002,0,1,20
3,5,0,4,18.89,1,118.89,0,1,20
4,3,0,0,7.9,2,207.9,0,0,20
5,5,0,0,12.86,0,12.86,0,0,20
6,5,0,2,16.15,0,16.15,0,1,20
7,5,0,3,15.07,1,115.07,0,1,20
8,1,0,0,22.48,3,322.48,1,0,20
9,2,0,0,13.56,1,113.56,2,0,20
10,2,0,1,19.35,2,219.35,3,0,20
11,4,0,0,7.15,2,207.15,4,0,20
12,6,0,0,13.69,0,13.69,5,0,20
13,3,0,2,23.73,2,223.73,6,0,20
14,3,0,3,21.1,3,321.1,7,0,20
15,6,0,1,12.51,1,112.51,8,0,20
